,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
34,8.2562,-0.22934,-3.3064,-5.9086,54.0266,-2.7131,1.1286,-3.1718,1.54,7.7216,-8.2714,-5.027,3.613,-1.1233,22.4779,-9.0258,-5.9131,-4.4662,-2.8899,0,-9.0467,-9.2231,-4.1607,-9.8071,-0.72373,-3.5048,-2.0896,-6.1809,-0.18279,-3.4676,-4.0528,-5.2203,3.3864,0,-5.1933,-0.44581,0,-6.5117,0.039497,-6.9489,6.6916,0.93171,-0.19431,-0.15069,-0.82224,-2.6576,-1.0006,-0.51122,0,101.9784,-5.1485,40.6266,1.878,30.72,-6.706,-0.35823
35,2.3456,6.3055,-14.5491,13.7819,93.0513,-26.5795,-3.5308,-52.4077,-1.319,-12.6559,-12.2871,9.7718,-3.9865,-0.27201,-0.7988,30.3391,-9.0232,-29.6132,153.2641,0,8.0123,86.6583,94.3066,3.6875,57.5581,-0.22488,10.8848,4.9054,-0.98642,33.5299,-22.1629,-22.3563,18.5429,0.32729,0,60.3865,0,-8.0987,73.5149,35.9932,14.4268,-2.8593,-0.89007,-9.0818,3.2922,0.41813,4.4433,47.355,0,95.6232,-12.0144,7.6104,67.4781,-2.7434,3.5464,1.8082
36,2.5184,-15.0473,75.3626,82.3405,22.8353,110.9477,3.1366,21.7215,39.9583,-17.7796,8.0342,-12.3593,-4.1642,0.0091064,-29.232,95.5857,-43.0839,-33.2228,40.8932,0,-15.9614,-43.7524,30.018,73.2825,-15.4514,-7.3767,74.4805,-22.4235,-1.4659,76.7446,-32.7013,-19.0235,30.8407,-2.1586,35.5608,0,0,-24.6874,21.3916,131.5984,-7.0538,3.1638,71.305,-6.1719,23.9481,70.1573,1.8606,42.9129,0,-56.0154,-18.9913,-1.3074,11.9523,-5.4045,5.5636,20.0669
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-1.9401,-14.5371,-23.6484,-33.4766,-5.5278,-38.6553,-30.1977,-42.6776,-18.9504,-73.8701,-33.4387,-23.0027,-39.9901,-4.5544,-37.6923,10.1691,-66.688,-56.0081,-48.9481,0,218.5295,94.8145,11.6851,-5.9978,-61.3075,-65.4071,-20.752,-31.1595,-1.5319,-15.4519,0,18.6162,-6.5387,-5.6437,-19.7024,-22.911,0,0,-13.9872,-23.5145,-9.5909,-29.7842,-0.41923,-1.0596,-5.7488,-26.5118,-0.71774,-2.5234,0,102.2977,22.9583,4.4799,-63.7102,-44.9999,-22.2517,-1.6657
39,-1.1153,21.9994,34.3626,5.4022,114.8757,14.8802,-4.574,30.2582,5.1995,68.9672,49.9843,0.41456,-4.4351,14.6481,-2.3118,-25.7998,17.9118,14.5457,-17.269,0,10.5943,6.9464,2.48,-7.8875,-25.8162,-12.246,-3.4993,-12.3854,-0.69076,24.0557,-21.549,-10.4968,34.2702,0.12513,56.5691,47.4406,0,-8.2943,0,44.5559,41.8108,6.7498,26.1022,10.0995,69.5385,-4.9146,-2.1211,15.5192,0,5.4765,-18.4565,6.4645,118.5037,4.3201,-10.0602,32.62
40,-0.015228,6.9625,35.998,151.9151,-0.13475,54.3036,-23.7438,-3.7613,-6.2475,28.6215,7.3231,21.3439,-27.5285,5.1393,-18.4607,141.2153,-72.469,-39.7957,62.9261,0,-10.6604,-12.259,46.5083,23.5059,63.8916,-21.867,88.219,-1.4678,-1.0437,125.6593,-18.8054,3.2071,159.8382,-9.253,61.1906,168.0263,0,-27.3315,51.9894,0,46.7569,63.7391,-10.258,-3.6755,19.3529,-4.2403,-1.4771,16.2612,0,-34.5337,-21.3962,-8.3071,7.3653,60.5022,-12.6249,-15.8953
41,12.5322,9.4353,-6.5969,-19.0718,58.1104,-27.4466,-2.2059,16.5104,-1.6275,18.9742,4.8111,-2.9141,-7.5253,-1.5407,-2.095,-23.5961,67.8818,34.4864,-3.9117,0,16.0847,-4.5911,-14.9972,-1.1886,-11.7942,-3.6586,16.3502,-8.647,-0.41474,13.0457,-3.5798,-6.5021,11.2669,-2.2109,20.2003,11.6403,0,-11.9165,51.8684,10.3217,0,22.116,-3.5502,2.9201,2.0501,0.75564,3.0753,30.9447,0,22.245,-12.6197,5.3071,45.5155,3.1139,15.0006,-2.9802
42,0.86029,3.8724,31.2578,-41.6349,27.0885,26.1738,8.6475,-21.0607,8.6253,-26.9347,56.7153,16.6053,-9.8645,0.73441,-6.8285,-78.826,2.8165,-16.2321,-56.4937,0,30.1538,-19.2607,35.4472,-12.7157,-35.2995,-16.2577,2.4744,-29.7338,-2.1016,11.007,-20.1389,-12.2676,1.2964,-2.7608,1.2395,1.1205,0,-23.8327,30.915,38.5428,13.0471,0,-1.5598,-4.3118,0.19799,-16.5742,-4.826,3.1928,0,-68.2481,-32.5871,12.6274,48.4702,20.7693,75.8822,-16.317
43,-0.28792,-5.6266,-5.0701,-12.1449,5.2939,-10.1396,-0.74252,-0.3281,-3.2848,-1.5357,-1.4351,-3.3583,-0.66983,-0.34692,-0.674,-2.8605,0.46764,-2.714,-2.8554,0,-0.2264,-0.37002,-2.2504,-1.4648,-1.7026,1.6972,-0.60647,-1.1366,-0.057369,2.759,-0.6486,-1.0988,-0.76317,-0.20374,6.1186,60.4476,0,-0.432,16.4639,-6.6847,0.92328,-0.9964,0,0,4.341,3.5528,21.4642,19.2833,0,-1.6775,-0.13982,3.6658,0.33223,0.30939,-2.3799,732.5919
44,-0.2182,-4.3866,-2.0056,-5.0396,-0.12939,-10.3459,-0.49153,-0.20311,-1.1523,-1.0166,1.05,-0.52886,-0.19866,-0.080405,0,-3.2175,1.9856,-0.68316,1.1098,0,-0.14987,0.95881,-0.1289,-0.6971,-1.1271,0.79952,0.35439,-0.33708,-0.037977,4.5447,-0.19236,-0.72737,2.861,-0.13487,-10.4627,-2.6333,0,-0.93203,5.6874,-3.6709,7.3154,-0.96945,0,0,3.2398,-0.29605,13.3214,50.8832,0,-1.7724,-0.092558,-0.15902,3.2091,1.8809,-1.5754,471.3501
45,-0.52659,-5.5964,18.5723,-3.8993,16.042,-2.9195,-1.4353,-4.82,-3.5871,-1.9239,34.5634,0.3543,-0.16298,-0.79872,-0.77928,-8.8815,-0.42873,-1.1411,-6.98,0,-12.0095,-2.3126,-0.39804,-4.9345,-6.8874,-2.6166,4.493,-12.881,-0.38558,33.1322,-4.1946,-8.5283,70.4943,-1.0451,3.657,40.3221,0,-10.9278,76.4093,10.7579,6.1369,-3.8926,6.7769,1.5004,0,-1.8856,-0.0064863,6.486,0,54.1855,-9.8606,-1.493,15.5235,-3.1958,-7.0062,3.418
46,0.44203,-4.7145,1.2043,-3.3739,-15.2868,-11.5949,-3.3769,-2.1108,-6.8099,-12.9369,13.8286,-2.1836,25.62,5.8695,-7.0568,16.7869,-2.8292,-9.0291,-5.0992,0,-10.7104,4.4368,39.7177,-3.1895,-15.4522,-9.6628,27.7467,-8.0117,-1.2457,-1.3083,-10.6382,72.0489,1.9764,-2.6364,-7.4367,75.6118,0,-15.192,-5.0387,1.2339,-3.3603,-19.9929,-0.4231,-0.32813,0.52832,0,0.58564,-1.352,0,-16.3336,79.7433,-2.5494,-12.9624,38.1223,-10.6157,-1.0926
