,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
47,-0.12288,1.9596,1.9168,0.13454,2.0122,-2.8765,-1.2476,-2.4066,0.64967,-0.37164,-4.0851,21.2083,0.17039,-0.47161,-0.2586,-4.6075,-0.45508,-0.069139,-0.88172,0,-6.0705,-2.3085,-0.97965,-2.4613,-1.6253,1.7069,-2.2628,0.59228,-0.1331,-0.61609,-0.28126,0.47524,6.5763,-0.95391,35.3953,4.9816,0,-0.67241,2.9332,0.27535,8.1095,-4.7127,15.6946,21.2121,4.2451,-0.3982,0,76.4666,0,-3.9297,-3.7491,-0.49043,8.2035,-0.8074,0.15377,34.5453
48,-0.45646,0.96586,8.1804,-8.3895,12.7202,18.2209,-5.5983,-7.5095,4.3316,-4.4144,-5.9284,3.097,-2.9798,2.8129,-1.1371,-13.632,5.1678,-1.0827,-7.7709,0,-9.0923,-2.9764,-8.6802,-0.6847,-10.405,54.5573,0.23813,-3.7885,-0.22129,5.637,-1.3032,4.2889,0.64254,0.41411,52.2708,55.5676,0,-2.6023,24.1938,0.47018,31.6152,6.4936,27.2795,42.5181,-1.25,-1.4303,98.1104,0,0,-16.7932,-4.6621,-2.9694,10.9175,2.8753,0.85624,37.5406
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-2.5794,151.0213,-9.6347,-4.6983,-410.0237,-21.5308,-101.4829,-124.132,-0.81986,-167.8174,-76.073,8.7463,-36.5706,-6.2352,77.3879,48.7009,-106.3913,4.7728,-26.2523,0,-122.0617,0,-68.4683,-121.6738,-62.4692,102.7178,9.4788,237.9983,3.0301,2.1989,-68.9218,116.9172,5.6371,77.5489,-3.42,-49.1111,0,159.7985,18.6375,-13.9056,19.2675,-63.7356,-2.3419,-1.8162,3.2592,2.5404,-0.78061,-14.7942,0,0,-49.8195,62.4074,-65.3074,-164.2401,15.601,-3.0478
51,-1.4472,-29.9106,-25.9751,16.5517,3.5611,-44.5968,-15.6637,69.6873,-26.8345,-59.2645,12.8291,-14.4224,-15.8732,2.1771,-10.923,93.2827,-28.4137,-36.2053,73.9974,0,134.7607,-36.5704,43.018,134.0617,-120.4823,-3.3133,-11.4463,16.353,0,-10.8216,-66.8471,-36.2689,-10.0201,-6.0499,-9.3866,-18.085,0,20.557,-21.3682,-6.2281,-13.2792,-35.3511,-0.15669,-0.12152,-9.0408,69.6056,-3.6212,-4.2204,0,-40.2682,0,1.0623,-34.043,141.8137,-29.8061,-3.7252
52,3.2336,-0.085755,-2.4802,-3.0061,-16.6209,-6.0962,20.8101,3.5002,0.24667,23.6904,-7.6115,11.8671,-6.0803,3.2554,-2.7512,-10.0384,-8.8035,-17.4591,-11.772,0,-6.8145,-23.9659,2.9009,-3.3875,-7.6828,-6.9384,-2.953,-7.6549,-0.28479,-4.6986,-3.8723,-3.8667,-0.18647,55.9548,-6.457,0.032422,0,-6.2629,-3.3665,-6.8328,3.391,29.0025,-0.30227,1.8315,-1.1141,-3.3938,1.512,-1.6839,0,50.9934,-7.0215,0,-15.3209,-0.012291,16.5584,-0.78058
53,-2.6201,13.8137,6.1433,144.8301,103.3025,17.0493,15.4172,81.3269,26.8301,73.3952,24.0511,4.9307,17.3685,11.8945,-42.65,-43.4905,121.8318,-48.6817,-21.8315,0,3.9041,-36.7607,-2.1178,-65.0938,-27.7252,-43.7893,-12.6386,-54.3084,-1.5284,16.7931,-49.6885,-14.3754,10.0442,7.0667,48.3787,-6.2414,0,-49.2688,97.0564,11.3497,40.1669,20.4326,2.4237,2.0169,6.5095,-14.9427,-0.82804,13.0889,0,-13.6273,-28.0498,8.7351,0,-33.1663,-14.0463,1.7938
54,5.1831,-5.3703,-5.1718,-25.5816,-129.989,-22.9246,-22.6372,-70.9546,-15.7085,-36.3874,-4.9521,-22.745,69.9552,-5.5133,104.5447,-57.7485,-11.4426,220.0315,-18.3749,0,-73.7054,-96.5204,-6.6908,-83.0012,-42.7913,139.9749,39.9824,-21.4724,-1.913,-6.1062,-57.5478,63.6793,-0.35639,31.2903,-6.478,-20.5766,0,-44.895,14.0357,63.4818,12.6129,2.4909,0.64223,-1.053,4.2324,21.7876,2.2868,7.4925,0,-148.4108,80.1176,12.2415,-19.3792,0,-11.9862,1.0997
55,-2.2635,-18.0584,-21.8282,-22.5661,-82.6237,-47.5955,-22.0383,91.9036,-2.5719,-23.3944,-22.3724,0,-24.886,0,-8.355,-23.629,-39.4148,-23.7135,-55.6782,0,-58.5889,-38.2567,-41.9557,-15.9974,56.6611,-18.1877,-10.402,-7.8019,-1.9767,-6.4262,-31.8437,17.4641,-9.8438,-0.25578,-5.0773,-7.5179,0,-24.4844,-4.5863,-3.3555,-4.0766,103.4898,-2.4316,-1.8858,-0.59129,-3.7847,6.9252,-2.314,0,125.7108,-26.6742,-6.794,-14.7232,-8.4148,0,-14.3627
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
