253,,Shoreditch Park  Hoxton,51.53404294,-0.086379717,13,17,TRUE,FALSE,FALSE
254,,Chadwell Street  Angel,51.53051587,-0.106408455,1,17,TRUE,FALSE,FALSE
255,,Clifton Road  Maida Vale,51.52557531,-0.179592915,0,22,TRUE,FALSE,FALSE
256,,Houghton Street  Strand,51.51362054,-0.116764211,15,0,TRUE,FALSE,FALSE
257,,Westminster University  Marylebone,51.52248185,-0.154907218,5,11,TRUE,FALSE,FALSE
258,,Kensington Gore  Knightsbridge,51.50143293,-0.178656971,15,8,TRUE,FALSE,FALSE
259,,Horse Guards Avenue  Westminster,51.50494561,-0.123247648,28,1,TRUE,FALSE,FALSE
260,,Broadwick Street  Soho,51.5136846,-0.135580879,14,4,TRUE,FALSE,FALSE
261,,Princes Square  Bayswater,51.5134891,-0.191351186,1,15,TRUE,FALSE,FALSE
262,,LSBU (Borough Road)  Elephant & Castle,51.49874469,-0.103132904,31,4,TRUE,FALSE,FALSE
263,,St. Mary Axe  Aldgate,51.51422502,-0.080660083,15,6,TRUE,FALSE,FALSE
264,,Tysoe Street  Clerkenwell,51.52644342,-0.109256828,5,15,TRUE,FALSE,FALSE
265,,Southwick Street  Paddington,51.51595344,-0.169249375,0,17,TRUE,FALSE,FALSE
266,,Queen's Gate (North)  Kensington,51.50102668,-0.180246101,17,2,TRUE,FALSE,FALSE
267,,Regency Street  Westminster,51.49206037,-0.132224622,1,21,TRUE,FALSE,FALSE
268,,Belgrave Road  Victoria,51.49320445,-0.144132875,8,21,TRUE,FALSE,FALSE
269,,Empire Square  The Borough,51.50082346,-0.089740764,31,15,TRUE,FALSE,FALSE
270,,Kennington Lane Rail Bridge  Vauxhall,51.4863434,-0.122492418,3,16,TRUE,FALSE,FALSE
271,,London Zoo,51.53583617,-0.156285395,1,31,TRUE,FALSE,FALSE
272,,Baylis Road  Waterloo,51.50144456,-0.110699309,5,13,TRUE,FALSE,TRUE
273,,Belvedere Road  South Bank,51.50613324,-0.114686385,19,20,TRUE,FALSE,FALSE
275,,Barbican Centre  Barbican,51.52004497,-0.092176447,19,0,TRUE,FALSE,FALSE
276,,Lower Thames Street  Monument,51.50930161,-0.084985356,24,0,TRUE,FALSE,FALSE
277,,Kensington Church Street  Kensington,51.50315739,-0.191496313,4,13,TRUE,FALSE,FALSE
278,,Tooley Street  Bermondsey,51.5034938,-0.07962099,16,1,TRUE,FALSE,FALSE
279,,North Wharf Road  Paddington,51.51862243,-0.176645823,0,25,TRUE,FALSE,FALSE
280,,Royal Avenue 2  Chelsea,51.490083,-0.162418,7,3,TRUE,FALSE,FALSE
281,,Smith Square  Westminster,51.49580589,-0.127575233,15,3,TRUE,FALSE,FALSE
282,,Royal London Hospital  Whitechapel,51.51906446,-0.059642081,0,17,TRUE,FALSE,FALSE
283,,Kingsway  Covent Garden,51.51440928,-0.118478757,15,1,TRUE,FALSE,FALSE
284,,Lambeth North Station  Waterloo,51.49914063,-0.112031483,15,5,TRUE,FALSE,FALSE
285,,Royal Mews  Victoria,51.49796594,-0.143822338,9,17,TRUE,FALSE,FALSE
286,,St. John's Wood Road  St. John's Wood,51.5272947,-0.174653609,18,17,TRUE,FALSE,FALSE
287,,Bedford Way  Bloomsbury,51.52367314,-0.128377673,2,21,TRUE,FALSE,FALSE
288,,Elizabeth Bridge  Victoria,51.49236962,-0.147478734,16,18,TRUE,FALSE,FALSE
289,,South Audley Street  Mayfair,51.50923022,-0.151296092,14,1,TRUE,FALSE,FALSE
290,,Winsland Street  Paddington,51.51678023,-0.175488803,6,9,TRUE,FALSE,FALSE
291,,Claverton Street  Pimlico,51.48483991,-0.138089062,15,17,TRUE,FALSE,FALSE
292,,Montpelier Street  Knightsbridge,51.49888404,-0.165471605,14,2,TRUE,FALSE,FALSE
293,,Kensington Olympia Station  Olympia,51.49815779,-0.209494128,2,23,TRUE,FALSE,FALSE
294,,St. George's Square  Pimlico,51.488226,-0.135635511,0,16,TRUE,FALSE,FALSE
295,,Swan Street  The Borough,51.50029631,-0.092762704,7,20,TRUE,FALSE,FALSE
