,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,1001
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,24.7012,62.2196,25.8385,-6.3571,5.2997,-29.2516,-56.5472,60.6217,144.0205,11.3222,77.0865,8.1631,125.2303,7.1996,6.3891,-21.5177,34.1535,-33.4719,-18.4681,-15.3151,129.9262,34.4707,-18.3295,0,-2.1511,0.061931,-12.0235,107.8899,-64.7983,-13.657,131.7142,6.9113,-8.4742,14.1655,6.122,19.9318,-31.4054,-26.4559,-1.6091,-12.9885,61.9181,-19.1618,-19.314,-6.2204,-15.3088,-1.0839,-44.0431,-33.733,-10.6422,10.1373,12.9496,-1.7336,-4.8778,-2.2258,6.6074,-3.2958,1.6656,28.4621,-17.3566,0
4,0,56.419,0,-16.9091,2.6301,-25.4791,-3.2363,-27.7457,-21.4863,56.3994,55.0109,-46.1316,-16.0359,-0.69292,-156.9212,12.1153,0.95367,11.0915,-63.4517,-112.7849,37.3498,-62.7068,-38.3728,-54.7298,28.4034,0,-2.2081,-6.0161,-40.6504,-38.78,5.0108,-30.5563,-210.1259,-2.3089,-129.2746,-48.8571,-38.1636,-16.592,-152.8886,-56.9744,-46.6088,-18.5239,-74.3925,-36.155,218.4313,2.6994,-60.6269,-11.5379,-112.4511,-61.7676,105.5402,-72.9009,-4.1838,-40.4973,3.1737,214.0871,55.781,-119.7591,4.1949,74.3191,-41.9009,0
5,0,76.7597,-8.1819,0,-15.1645,-7.8104,25.2527,-6.3441,15.1284,10.3356,-5.1906,-24.2102,12.7614,2.6029,-111.1743,11.2805,1.258,-16.9264,-17.1401,-65.5718,-6.2752,-21.2884,-71.0763,-59.2714,4.9088,0,0.49449,96.2352,-18.8672,156.0776,-4.02,-26.3792,-51.6115,3.8835,-47.9009,-95.6334,-17.3208,47.9763,-63.7012,-28.4306,-15.962,200.8584,94.5085,-18.9525,-28.0221,-12.8071,-45.9024,14.053,11.0841,14.2044,-10.8533,141.8372,5.9192,-26.991,-44.7864,-12.0068,-30.9785,7.5439,18.4521,-12.0227,-23.2079,0
6,0,32.1651,4.0295,-17.8342,0,-18.0044,7.9327,62.8508,24.926,85.3189,-14.64,-25.2171,-5.3563,32.9944,-133.448,29.9247,14.0407,-44.5413,-27.4282,-90.6824,126.2588,-9.9705,-51.7363,-8.6521,-0.59886,0,6.3075,-3.9826,-68.0509,-16.3612,88.7586,-45.6264,-32.5657,-0.54843,5.8647,-31.4612,-130.1572,1.8398,-67.1499,52.383,14.2311,-24.0985,-30.0988,46.5615,83.7606,-64.0425,-15.4089,10.5008,31.4399,53.1915,-55.1274,-27.0324,-4.9227,-31.1634,31.1564,-9.3338,-29.6508,97.0086,1.5631,-4.9569,-17.1739,0
7,0,-6.8928,-20.8885,-9.0002,-11.3621,0,0.023275,-8.5763,-8.5317,-8.3897,-9.914,-1.9932,-11.0412,4.5685,-18.469,-3.0852,-1.3349,179.8264,-5.811,2.2915,-27.009,0,-23.6489,-6.0197,0.13027,0,1.0119,-5.5083,-0.25909,-9.2375,-1.0295,-15.8304,-37.2927,-1.0907,323.0694,-33.3864,26.4584,7.1819,-48.9013,104.2766,4.0713,-9.1405,-11.4944,60.0018,-45.2586,-23.1137,-15.8941,-3.6473,-5.6883,-4.1843,-10.7218,-8.0981,-3.6659,-10.0857,-22.6702,-29.7595,-13.9689,-2.6286,-1.7443,28.4123,10.18,0
8,0,5.4448,-1.4609,33.8473,-0.5472,0.7653,0,73.8916,152.8986,61.7782,-1.4819,-0.42746,54.3346,43.918,-7.3009,27.8931,43.201,2.9615,3.049,-5.1522,19.9825,14.8169,-2.9162,-7.6469,6.5153,0,27.6898,21.6266,-3.3685,34.2946,229.702,-3.0913,59.5791,131.4489,-4.8619,-8.8859,-10.5601,52.9565,24.844,-3.6142,2.3856,0.14697,9.1644,-3.8599,20.3206,50.8256,8.7912,-1.239,35.6483,9.3507,16.0578,88.1282,12.5764,3.9552,2.3146,-1.335,3.0408,-1.7112,11.8403,0.54457,9.5993,0
9,0,-23.2118,-17.794,0.36674,50.014,-8.707,103.4665,0,703.6538,-2.0455,-12.1826,21.6724,-34.5162,8.6891,-37.5877,8.4061,37.1274,-10.3344,-53.96,-40.8266,3.7346,-9.0268,-6.354,-6.5096,1.9576,0,-1.103,-1.3168,-9.4631,107.1236,554.2752,-9.5094,49.7121,72.3732,43.3909,-12.0449,-12.6376,278.5865,38.2796,-35.7715,-7.5484,-79.11,-5.8723,-16.9927,-30.4109,-16.1042,-20.2992,-3.8033,50.343,61.7704,17.984,35.8779,136.604,-21.7246,86.3426,-12.1397,160.594,-5.5274,26.6718,-1.4242,-8.9046,0
10,0,-59.8713,-25.3188,-1.2982,25.4295,-10.1601,169.984,823.9078,0,-49.3705,-26.3793,32.328,-78.0794,38.518,-89.5737,-10.6801,11.4502,16.2404,-78.0904,-96.8233,-9.6822,-19.1112,-23.7681,-30.4925,36.2682,0,5.8593,-9.1438,-22.0232,-36.3168,348.7905,-33.9356,72.1507,17.4184,29.3954,-40.542,-35.3547,648.4105,27.8404,-34.5686,-14.3989,-101.2419,-39.2563,-22.7237,-35.9473,-0.26326,-35.0214,-9.2782,-42.9906,-11.432,-7.3797,-31.7198,53.1627,-40.5249,41.2897,-10.8272,106.6005,-38.9004,-22.131,-10.0721,-21.9142,0
