,30000,30001,30002,30003,30004,30005,30006,30007,30008,30009,30010,30011,30012,30013,30014,30015,30016,30017,30018,30019,30020,30021,30022,30023,30024,30025,30026,30027,30028,30029,30030,30031,30032,30033,30034,30035,30036,30037,30038,30039,30040,30041,30042,30043,30044,30045,30046,30047,30048,30049,30050,30051,30052,30053,30054,30055,30056,30057,30058,30059,30060,30061,30062,30063,30064,30065,30066,30067,30068,30069,30070,30071,30072,30073,30074,30075,30076,30077,30078,30079,30080,30081,30082,30083,30084,30085,30086,30087,30088,30089,30090,30091,30092,30093,30094,30095,30096,30097,30098,30099,30100,30101,30102,30103,30104,30105,30106,30107,30108,30109,30110,30111,30112,30113,30114,30115
30000,0,15.4133,-6.7885,-1.135,-13.8132,-26.7483,27.083,-26.4624,-2.2081,-34.9438,0.81952,87.6701,2.4526,-6.7585,-4.0281,-39.4979,16.7101,-9.7908,-2.5418,-138.0955,-2.2367,14.5264,-7.8098,-1.2927,-133.7687,-34.7373,-28.3726,-38.1948,-1.0903,-90.8153,-11.3055,-0.057089,-4.774,1.5267,1.1576,7.6894,27.414,-19.435,-4.5229,-46.7693,72.3023,-7.049,-114.5142,18.2557,-5.7383,-0.5828,44.5537,-25.2063,-3.4316,-3.3896,-30.2569,-20.7467,10.137,-30.0299,-3.4145,12.059,-7.4048,-3.6767,-0.38055,-1.187,-6.4189,-5.6347,-9.2434,-24.4055,-1.815,11.497,8.417,-0.11673,-0.52874,1.7258,1.7932,0.60315,1.5475,27.1208,-1.5734,2.3796,1.4866,-0.094118,-0.11417,-0.10839,0.96533,-0.63903,1.5813,-0.29679,1.6353,-0.31398,1.6717,-6.947,-76.6379,0.63374,52.0824,13.0989,4.516,-1.01,2.8744,1.0909,17.1073,-0.65955,24.865,-0.061591,-0.045602,-0.022801,-0.16874,0,-2.1066,-0.025002,0,0,-0.42823,1.9358,-3.008,-0.037751,0.75698,-0.34503,-0.010726,-0.11477
30001,18.9309,0,37.3882,-0.070857,-5.2864,-2.299,-2.9082,-3.2745,57.0304,-1.1456,2.7536,8.4894,-2.1016,5.7793,31.0358,-7.0422,-2.7248,1.2254,0.74344,-5.27,8.6903,-2.5818,1.145,8.3204,32.9205,-2.425,107.4908,8.7463,2.8724,2.1427,19.8004,-2.6339,-3.7426,2.6773,2.2829,-2.5098,-3.2763,2.4348,3.6002,9.1511,30.5001,-1.8624,-10.1396,27.7471,0.019914,66.3154,10.7792,-1.6267,1.1609,-1.913,7.3685,6.9733,-2.4568,8.1857,0.90924,4.8863,2.5483,-2.6873,3.1349,-0.15696,-2.3906,-0.9205,-1.1707,4.4397,6.7805,0.068449,0.89457,0.88833,-0.034625,-0.026026,-0.0060369,-0.037227,-0.087869,-4.5048,8.9191,-0.95844,4.3571,-0.14795,2.8239,-0.13391,27.475,69.6654,10.3585,2.6407,8.4567,3.7623,4.5541,-0.95111,2.2042,4.7931,-0.7594,-0.89276,3.3152,0.11151,3.6499,0.38043,-0.48764,0.78931,-0.60788,-0.042272,-0.044574,-0.014458,-0.12191,-0.04986,1.9028,-0.034606,-0.030323,-0.0074818,-0.20647,-0.33995,0.31801,0.97206,-0.032134,-0.12164,2.9532,-0.069814
30002,-7.6007,26.2303,0,-0.10232,-3.5232,-2.7484,-5.8284,-3.4902,4.5242,-3.539,-0.089289,-3.277,-2.0773,-0.67842,2.6205,-1.4503,-2.5976,3.3549,-0.76842,-29.0745,0.81123,-3.0537,-0.76839,-0.48491,44.5424,-16.5999,33.6714,-7.2773,0.3944,-6.4408,-0.80568,1.8187,-2.4811,-1.8259,6.9125,-1.495,-0.22691,1.4415,33.1325,1.191,-2.3515,-2.187,-7.159,3.3993,-1.4355,22.7921,-10.7049,-3.6876,-0.47373,3.4576,-0.8585,-1.2919,-1.8768,-1.9511,-0.80302,-1.0546,-1.4431,-3.3827,-5.2458,-0.14561,-2.654,-0.055901,1.3356,-0.93401,4.2675,1.9074,0.89357,-0.20095,-0.047666,0.98309,-0.05763,0.978,0.97307,-3.3121,0.92991,1.7336,-0.20061,-0.044766,0.9682,-0.064408,0.14821,1.9654,0.74547,-0.095579,-0.13359,-0.11078,-0.12711,-0.99186,-2.4073,-0.73206,0.12237,0.11756,0.32947,-0.6896,0.66063,-0.23176,-0.27674,-0.1425,-0.42154,-0.017207,-0.011395,-0.0095958,-0.022615,-0.041009,-0.096611,-0.0089224,-0.0057205,-0.006455,-0.11465,-0.24221,-0.78493,-0.035824,0.97019,-0.075671,-0.013347,-0.028463
30003,-1.1114,-0.073836,-0.090736,0,0.024874,-0.4544,-0.53997,0.52967,0.84387,-0.70458,-0.37097,6.3598,-0.33812,3.6521,0.94014,3.5325,0.93965,6.2612,-0.24643,-0.89857,-0.41146,-0.97148,0.61236,-0.032255,-0.78875,-0.31011,-0.60945,1.6493,-0.67545,-1.1298,-1.3214,-0.080408,-0.17296,-0.084316,-0.5286,-0.84969,2.0467,-0.18614,-0.19713,-0.42373,-0.75586,1.7804,0.84801,1.1917,0.61163,-0.11543,-0.86989,-0.94704,-0.44671,-0.2635,-0.72191,-0.57837,-0.77058,-0.54,-0.087513,4.6461,1.2317,-0.18099,-0.19046,3.783,-0.79542,-0.372,21.339,-0.22492,-0.13,23.8778,4.5549,5.6002,3.8092,-0.027552,-0.074434,16.9543,9.9235,-0.037641,-0.01461,-0.0080165,-0.013731,0,0,0,-0.034577,-0.031127,0,0,0,0,0,-0.12563,-0.55893,-0.089455,-0.36448,-0.19901,3.6202,-0.25593,-0.048219,-0.063158,-0.083883,-0.019223,-0.17208,0,0,0,0,0,-0.020309,0,0,0,-0.010069,-0.013913,-0.035259,0,-0.0049486,-0.0033123,0,-0.0015558
30004,3.6199,-5.2417,-3.5401,-0.1049,0,-4.2049,-64.8759,-5.7081,8.3827,-14.3437,13.887,-66.8726,-38.4336,35.58,-1.5261,-17.9768,14.2675,54.6716,-2.7669,-36.855,58.8027,49.6209,29.2849,-0.35883,-46.5846,-11.7864,-19.3238,-12.7755,-52.3763,-88.9176,-100.1288,-2.9767,-2.4841,-0.9708,-3.3671,-41.5479,-66.6444,-9.7055,-4.7604,-36.8551,-33.2922,-21.4613,-175.2361,42.3833,36.4078,0.7999,-42.1955,9.5808,33.1394,-7.6002,-80.2933,-26.8832,-56.5357,-47.7241,13.3887,26.4511,-7.7411,-7.3243,-2.4994,8.7368,-29.5458,47.9042,81.2494,-15.2617,-0.3279,87.3832,-0.91561,0.39411,-0.49813,0.79867,-0.19972,1.7086,-0.37794,0.74006,-0.76541,0.80028,-0.28814,-0.023626,-0.051793,-0.12729,-2.2282,-1.6543,2.7644,-0.18438,-0.33597,-0.21893,-0.16749,-6.8411,-12.5268,37.0091,-25.5017,-17.557,29.4915,27.7109,6.5811,17.4284,0.69658,-0.93083,3.0946,0,0,0,0,0,-0.53134,0,0,0,-0.68922,-0.44308,-0.69262,-0.016044,-0.1067,-0.066763,-0.017586,-0.044153
30005,-41.82,-0.17031,-1.2476,-0.41906,4.369,0,4.4934,3.9415,-3.6514,-2.6625,10.1963,-11.8682,-3.9633,2.8637,-0.90996,-6.0719,1.5607,4.055,-3.1869,-43.3333,-0.79441,56.9972,0.1917,0.37024,-5.2016,21.1924,3.9205,-0.48134,49.9963,103.0384,-55.1791,0.30312,5.1765,-1.1473,-5.3428,-1.0142,25.0406,0.42185,-2.154,-17.9318,-2.5193,-3.3285,-14.5675,-0.90987,-0.14804,-2.0972,-33.957,-34.5483,-2.0475,-1.4427,-2.8352,93.1959,8.8361,43.9884,2.3366,16.0745,0.42738,-5.3285,-8.0972,-0.61559,2.7571,1.1,-1.3978,-6.5666,-1.7223,-5.5059,0.2858,1.045,-0.23854,-0.17141,-0.093303,1.8152,-0.23223,2.5373,1.2007,-0.34952,-0.23162,-0.042462,-0.049104,-0.048901,-1.6563,1.2801,-0.14963,-0.095099,-0.11685,-0.029726,-0.1481,-1.7241,-33.4619,-1.0105,-9.2365,6.6866,2.9393,2.3758,0.30187,-0.48656,3.977,-0.23028,-3.5082,-0.016607,-0.020574,-0.010287,-0.076127,0,3.0773,-0.01128,0,0,0.68826,-0.66522,-1.9877,-0.017031,2.8251,-0.11024,-0.01555,-0.051779
30006,-6.1503,-0.61319,-5.245,-0.84259,-84.8652,-9.0926,0,-43.8708,22.3176,-17.055,-17.8813,-133.9307,3.5402,49.3831,-3.3561,-28.7004,134.8253,58.787,54.7717,-94.9768,45.2593,-39.8686,53.5966,-0.73468,-45.7176,-23.9148,-26.5708,-27.8035,-44.1606,-87.621,-139.6963,-5.073,-4.3922,-7.1494,-8.3007,65.3583,-67.4193,-18.5177,-12.8438,-36.0143,0,-48.6543,-446.0733,111.8777,26.8537,-10.9376,-46.9561,-24.5857,195.6028,49.003,-117.3723,-95.7568,3.3277,-76.4942,0.81925,-143.0292,-32.1231,-8.1609,-7.2548,-0.34307,293.2672,36.8186,-18.5484,-7.2494,39.1173,-15.2659,-2.0695,-1.678,-0.6195,-0.37461,-0.27007,0.61144,-0.57254,-3.1186,-1.3189,1.2658,-0.4965,-0.194,-0.23103,-0.17704,-3.6915,-1.0188,-0.38696,-0.098869,-0.34375,-0.30451,-0.58489,19.3823,-5.6472,2.5694,-50.9662,-20.9218,-15.8003,22.9773,13.6124,42.6909,-2.3418,0.6046,-2.3045,-0.19322,0,0,-0.087745,0,-0.6608,-0.10019,0,0,-1.1876,-0.76349,-1.9166,-0.019835,-0.22959,-0.16198,-0.023724,-0.058593
30007,7.0638,7.3628,-3.2991,-0.50135,-21.0518,-2.2494,-69.2276,0,13.2671,-13.9589,-10.3537,45.4021,16.5968,18.681,0.1471,-31.958,-13.8947,-10.7339,-5.4722,-46.0737,-3.4104,-28.7974,4.5484,-0.25038,-40.2772,-10.3866,-15.2922,-22.6504,-5.293,-36.2336,-42.1785,-0.67973,-3.6237,-6.5792,-3.8548,-28.0104,-42.6395,-11.9401,-1.7798,-7.4458,63.6401,2.8493,-19.454,8.804,2.3023,0.67012,1.1872,42.0452,24.8839,-5.8844,-51.5286,-22.2931,-30.4012,-14.628,-4.7477,-6.1225,-3.6563,-5.4218,-1.125,-1.1529,-27.6213,2.8819,-3.026,18.3609,-0.22752,-2.5149,2.2036,-0.64712,-0.22396,-0.12542,-0.0876,-0.13009,-0.18662,-1.3169,-0.58896,-0.1788,-0.29894,-0.051766,-0.017092,-0.016226,-0.45463,1.2103,0.85952,-0.089287,-0.15448,-0.133,-0.13905,0.45879,-6.5218,-0.38951,-9.7688,-10.2826,-4.2561,-8.4524,-0.81858,3.0933,3.6711,-0.46718,-1.253,-0.015592,0,0,-0.035268,0,-0.30654,-0.0080845,0,0,-0.10276,-0.48189,0.095694,-0.022519,-0.061557,-0.052722,-0.0146,-0.12451
30008,-1.9734,55.8332,0.92482,0.84422,-4.4684,-1.9503,41.5876,18.634,0,-3.5259,-3.2216,-4.0845,-0.3437,82.2396,14.2998,-11.8522,11.4851,5.8223,5.6368,-8.3567,49.9031,-1.7201,27.0114,18.0757,-6.8564,-6.348,-5.3915,6.0544,-2.9258,28.9527,2.1427,0.79267,-2.8281,7.2077,-1.6776,-5.379,-0.17378,22.3574,13.7482,18.2054,39.9444,6.4696,6.7161,151.5994,18.689,21.8665,-3.6329,-5.9546,-1.5964,9.9221,-3.478,12.4152,8.8552,15.3452,48.0639,-1.3132,-0.72215,-1.1072,-2.1344,-0.34998,12.5252,-1.8783,-1.5968,10.8882,23.5279,-2.0324,-0.36122,-0.35746,-0.28078,-0.031274,-0.021825,-0.040514,-0.11436,-0.28007,-0.53186,-0.30589,0.80266,-0.23586,-0.045079,-0.057444,24.9351,18.889,5.7852,2.4272,2.6119,2.5171,-0.11797,-2.384,-5.066,14.9628,0.80332,-1.3918,-0.59559,-2.373,4.2922,13.6308,0.39728,1.8699,-0.53209,-0.034995,-0.043808,-0.0064593,-0.014722,-0.1206,-0.16513,-0.025554,0,0,-0.11363,-0.33645,-0.55848,-0.022103,-0.01936,-0.038931,-0.016084,-0.023083
