31504,10th & Monroe St NE,38.932514,-76.992889
31111,10th & U St NW,38.9172,-77.0259
31219,10th St & Constitution Ave NW,38.893028,-77.026013
31614,11th & H St NE,38.899983,-76.991383
31102,11th & Kenyon St NW,38.929464,-77.027822
31008,12th & Army Navy Dr,38.8629,-77.0528
31001,12th & Hayes St,38.8621,-77.06
31501,12th & Newton St NE,38.933668,-76.991016
31622,13th & D St NE,38.894832,-76.987633
31611,13th & H St NE,38.9003,-76.9882
31227,13th St & New York Ave NW,38.900283,-77.029822
31231,14th & D St NW / Ronald Reagan Building,38.894514,-77.031617
31607,14th & D St SE,38.884,-76.9861
31238,14th & G St NW,38.898069,-77.031823
31105,14th & Harvard St NW,38.9268,-77.0322
31202,14th & R St NW,38.912682,-77.031681
31203,14th & Rhode Island Ave NW,38.9086,-77.0323
31101,14th & V St NW,38.9176,-77.0321
31401,14th St & Spring Rd NW,38.9375,-77.0328
31402,14th St Heights / 14th & Crittenden St NW,38.947774,-77.032818
31003,15th & Crystal Dr,38.8603,-77.0496
31005,15th & Hayes St,38.8604,-77.0603
31201,15th & P St NW,38.9096,-77.0342
31626,15th St & Massachusetts Ave SE,38.88732,-76.983569
31103,16th & Harvard St NW,38.926088,-77.036536
31229,16th & U St NW,38.916656,-77.036841
31214,17th & Corcoran St NW,38.9121,-77.0387
31213,17th & K St NW [formerly 17th & L St NW],38.90276,-77.03863
31233,17th & K St NW / Farragut Square,38.902061,-77.038322
31239,17th & Rhode Island Ave NW,38.906602,-77.038785
31007,18th & Bell St,38.8573,-77.0511
31004,18th & Hayes St,38.8573,-77.0574
31221,18th & M St NW,38.9055,-77.041798
31242,18th St & Pennsylvania Ave NW,38.89968,-77.041539
31206,19th & E Street NW,38.8952,-77.0436
31601,19th & East Capitol St SE,38.8896,-76.9769
31224,19th & L St NW,38.903407,-77.043648
31234,19th & New Hampshire Ave NW (Dupont Circle south),38.90899,-77.043694
31235,19th St & Constitution Ave NW,38.8923,-77.0436
31100,19th St & Pennsylvania Ave NW,38.9003,-77.0429
31603,1st & M St NE,38.9057,-77.0056
31209,1st & N ST SE,38.8743,-77.0057
31506,1st & Rhode Island Ave NW,38.915417,-77.012289
31000,20th & Bell St,38.8561,-77.0512
31002,20th & Crystal Dr,38.8564,-77.0492
31204,20th & E St NW,38.8963,-77.045
31110,20th St & Florida Ave NW,38.9154,-77.0446
31205,21st & I St NW,38.9008,-77.047
31212,21st & M St NW,38.9054,-77.0471
31011,23rd & Crystal Dr,38.8533,-77.0498
31013,23rd & Eads,38.853613,-77.053535
31237,25th St & Pennsylvania Ave NW,38.903827,-77.053485
31012,26th & Crystal Dr,38.8518,-77.0498
31009,27th & Crystal Dr,38.8489,-77.0513
31307,3000 Connecticut Ave NW / National Zoo,38.930282,-77.055599
31226,34th St & Wisconsin Ave NW,38.916442,-77.0682
31304,36th & Calvert St NW / Glover Park,38.922249,-77.070432
31236,37th & O St NW / Georgetown University,38.90774,-77.071652
31605,3rd & D St SE,38.8851,-77.0023
31625,3rd & G St SE,38.881185,-77.001828
31616,3rd & H St NE,38.900017,-77.001967
31500,4th & Adams St NE,38.9205,-77.0007
31621,4th & D St NW / Judiciary Square,38.895344,-77.016106
31244,4th & E St SW,38.88412,-77.017445
31618,4th & East Capitol St NE,38.889955,-77.000349
31108,4th & M St SW,38.8767,-77.0178
31604,4th St & Massachusetts Ave NW,38.9003,-77.016
41500,4th St & Rhode Island Ave NE,38.919488,-77.000624
31620,5th & F St NW,38.897222,-77.019347
31600,5th St & K St NW,38.9026,-77.0192
31615,6th & H St NE,38.900384,-76.99831
31232,7th & F St NW / National Portrait Gallery,38.897324,-77.022322
31245,7th & R St NW / Shaw Library,38.912719,-77.022155
31109,7th & T St NW,38.9155,-77.0222
31609,7th & Water St SW / SW Waterfront,38.878925,-77.024016
31608,8th & Eye St SE / Barracks Row,38.8792,-76.9953
31228,8th & H St NW,38.8997,-77.023086
31404,9th & Upshur St NW,38.9418,-77.0251
31104,Adams Mill & Columbia Rd NW,38.922925,-77.042581
31999,Alta Bicycle Share Demonstration Station,38.90899,-77.043694
31902,Alta Bicycle Share Warehouse,38.90899,-77.043694
31888,Alta Warehouse Station,38.90899,-77.043694
31708,Anacostia Ave & Benning Rd NE / River Terrace ,38.896544,-76.96012
31804,Anacostia Library,38.865784,-76.9784
31801,Anacostia Metro,38.8624,-76.9949
31705,Benning Branch Library,38.894,-76.947974
31707,Benning Rd & East Capitol St NE / Benning Rd Metro,38.889935,-76.93723
31900,Birthday Station,38.873292,-77.000364
31617,Bladensburg Rd & Benning Rd NE,38.900413,-76.982872
31701,Branch & Pennsylvania Ave SE,38.8692,-76.9599
31225,C & O Canal & Wisconsin Ave NW,38.904036,-77.062697
31116,California St & Florida Ave NW,38.917761,-77.04062
31106,Calvert St & Woodley Pl NW,38.9236,-77.0501
31016,Clarendon Blvd & Pierce St,38.893648,-77.076701
31113,Columbia Rd & Belmont St NW,38.920669,-77.04368
31115,Columbia Rd & Georgia Ave NW,38.928156,-77.02344
31623,Columbus Circle / Union Station,38.896999,-77.004962
31806,Congress Heights Metro,38.844711,-76.987823
31305,Connecticut Ave & Newark St NW / Cleveland Park,38.934267,-77.057979
31223,Convention Center / 7th & M St NW,38.90572,-77.022264
31017,Court House Metro / Wilson Blvd & N Uhle St,38.891696,-77.0846
31610,Eastern Market / 7th & North Carolina Ave SE,38.886952,-76.996806
31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,38.884,-76.995397
31505,Eckington Pl & Q St NE,38.910972,-77.00495
31706,Fairfax Village,38.86559,-76.952103
31503,Florida Ave & R St NW,38.9126,-77.0135
31215,Georgetown Harbor / 30th St NW,38.9022212,-77.059219
31400,Georgia & New Hampshire Ave NW,38.9365,-77.024
31207,Georgia Ave and Fairmont St NW,38.9249,-77.0222
31700,Good Hope & Naylor Rd SE,38.8601,-76.9672
31802,Good Hope Rd & MLK Ave SE,38.867373,-76.988039
31112,Harvard St & Adams Mill Rd NW,38.927872,-77.043358
31502,John McCormack Dr & Michigan Ave NE,38.9346,-76.9955
31211,Kennedy Center,38.895184,-77.054845
31218,L'Enfant Plaza / 7th & C St SW,38.886266,-77.022241
31107,Lamont & Mt Pleasant NW,38.9319,-77.0388
31619,Lincoln Park / 13th & East Capitol St NE,38.890461,-76.988355
31014,Lynn & 19th St North,38.897315,-77.070993
31208,M St & New Jersey Ave SE,38.8763,-77.0037
31246,M St & Pennsylvania Ave NW,38.905126,-77.056887
31200,Massachusetts Ave & Dupont Circle NW,38.9101,-77.0444
31216,McPherson Square - 14th & H St NW,38.899641,-77.032005
31230,Metro Center / 12th & G St NW,38.898364,-77.027869
31703,Minnesota Ave Metro/DOES,38.897063,-76.947446
31021,N Fillmore St & Clarendon Blvd,38.8881,-77.09308
31022,N Highland St & Wilson Blvd,38.88786,-77.094875
31018,N Rhodes & 16th St N,38.892164,-77.079375
31704,Nannie Helen Burroughs & Minnesota Ave NE,38.9016,-76.9422
31222,New York Ave & 15th St NW,38.8991,-77.0337
31624,North Capitol St & F St NW,38.897446,-77.009888
31602,Park Rd & Holmead Pl NW,38.9308,-77.0315
31805,Pennsylvania & Minnesota Ave SE,38.873057,-76.971015
31606,Potomac & Pennsylvania Ave SE,38.8803,-76.9862
31702,Randle Circle & Minnesota Ave NE,38.878,-76.9607
31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,38.8946,-77.072305
31010,S Glebe & Potomac Ave,38.8426,-77.0502
31006,S Joyce & Army Navy Dr,38.8637,-77.0633
31303,Tenleytown / Wisconsin Ave & Albemarle St NW,38.947607,-77.079382
31241,Thomas Circle,38.9059,-77.0325
31220,US Dept of State / Virginia Ave & 21st St NW,38.894643,-77.04666
31217,USDA / 12th & Independence Ave SW,38.887237,-77.028226
31300,Van Ness Metro / UDC,38.944551,-77.063896
31301,Ward Circle / American University,38.938736,-77.087171
31210,White House [17th & State Pl NW],38.896473,-77.039344
31020,Wilson Blvd & Franklin Rd,38.8904,-77.0889
31019,Wilson Blvd & N Edgewood St,38.889,-77.0925
