,31000,31001,31002,31003,31004,31005,31006,31007,31008,31009,31010,31011,31012,31013,31014,31015,31016,31017,31018,31019,31020,31021,31022,31100,31101,31102,31103,31104,31105,31106,31107,31108,31109,31110,31111,31112,31113,31115,31116,31200,31201,31202,31203,31204,31205,31206,31207,31208,31209,31210,31211,31212,31213,31214,31215,31216,31217,31218,31219,31220,31221,31222,31223,31224,31225,31226,31227,31228,31229,31230,31231,31232,31233,31234,31235,31236,31237,31238,31239,31241,31242,31244,31245,31246,31300,31301,31302,31303,31304,31305,31307,31400,31401,31402,31404,31500,31501,31502,31503,31504,31505,31506,31600,31601,31602,31603,31604,31605,31606,31607,31608,31609,31610,31611,31613,31614,31615,31616,31617,31618,31619,31620,31621,31622,31623,31624,31625,31626,31700,31701,31702,31703,31704,31705,31706,31707,31708,31801,31802,31804,31805,31806,31888,31900,31902,31999,41500
31000,0,47.0645,0,59.1719,18.62,38.8599,45.2996,0,17.5423,189.1289,121.0259,115.2413,44.0046,44.7882,0.71447,-0.72479,-0.17502,-0.032124,0.66815,-0.026135,-0.013141,-0.0045453,-0.015908,-3.724,-0.98007,0.69831,-0.17777,-0.94542,0.25436,-0.64145,1.6165,-5.4249,-0.40517,-0.23566,-0.64738,3.8477,-0.024506,-0.0030472,-0.019243,-1.9576,-2.7573,-0.82015,-1.8844,-2.7681,-4.2688,-0.079575,-0.25609,-3.3079,-0.86652,-0.32842,-0.88412,0.92209,-2.9999,-0.21216,-2.7845,-0.97033,7.5292,-2.7027,-0.40505,-3.1891,-2.3574,3.434,-1.0136,-2.4314,-0.39504,-0.21507,-3.6138,-3.5983,-0.24917,-2.7752,-0.54948,-2.0294,-1.3797,0,0.9189,0.44777,-2.5748,-3.354,-0.12771,-0.14367,-0.16558,-0.15665,-0.023488,-0.020186,-0.027104,-0.03635,-0.21561,-0.039573,-0.10314,-0.28828,-0.0017716,0.85114,-0.11901,-0.017143,-0.0011054,-0.037948,-0.01358,-0.0060119,-0.44394,-0.012394,-0.13481,-0.014973,-0.65896,-0.10759,-0.46711,-0.7347,-1.1407,-1.8985,-0.55468,0.43854,-0.74535,-1.5793,-0.86657,-0.43757,-2.1898,-0.010918,-0.012381,-0.57399,0.93684,2.973,-0.8756,2.4981,0.55706,-0.42595,-0.59624,-0.69646,-0.055111,-0.0023346,-0.0058895,-0.0014692,-0.00085038,-0.0020229,-2.231e-05,-0.00056414,-0.0010381,-2.231e-05,-1.1766e-05,-0.1428,-0.076447,-0.027318,-0.021562,0,-0.0060935,-0.024823,-0.051326,-0.018515,0
31001,40.424,0,71.2556,193.8284,563.5756,0,129.8445,197.9803,381.2688,95.0106,97.9198,61.6208,28.5466,101.1125,-0.3629,4.3243,-0.88761,-0.159,1.317,-0.12364,-0.065046,2.9769,-0.075261,-9.7683,-1.5863,0.52707,0.7837,-1.8965,-0.35453,0.35634,-1.8721,-10.5625,-1.5812,-4.1467,-0.52649,1.7234,-0.090813,-0.017615,-0.077888,-9.4095,-9.6299,-2.416,-6.9481,-9.1672,27.5066,-3.3706,-0.1977,-3.6349,-1.9648,-1.2862,7.7151,-8.0364,-12.7058,-5.0379,-4.8145,-2.5139,-12.8305,-10.6889,-11.8524,36.8741,-9.4571,-6.6844,31.6578,-8.298,-9.9207,-0.83991,-7.3582,-4.8255,-5.0562,-6.9545,-7.4385,-4.4468,-3.8211,0,4.2639,-0.4143,-8.8154,20.0103,-0.45671,-0.65719,0.43228,-0.32542,-0.061405,-0.10047,0.7612,-0.41049,-0.68065,-0.1257,0.57491,-0.91006,-0.0066726,-1.0122,2.1908,-0.054452,-0.0023485,-0.10581,-0.019228,-0.031894,-0.73252,-0.065753,-0.37588,-0.041749,1.0831,-0.12749,5.7194,-2.0485,-4.0683,-3.1272,-0.99895,-1.0784,-0.26676,-4.5986,-2.0431,-1.17,-0.036281,-0.03006,-0.03452,-1.6004,0.364,-1.4214,-1.8603,-8.3082,0.76496,-1.1727,-7.239,-4.7302,-0.10399,-0.0046508,-0.02417,-0.0036182,-0.0043419,-0.0047837,0,-0.0026271,-0.00054458,0,-3.4036e-05,-0.20438,-0.14604,1.9625,-0.0245,0,-0.027874,-0.045564,-0.23479,-0.084695,0
31002,0,74.2455,0,209.6793,11.7369,62.5537,47.1918,0,85.421,275.3419,203.1625,57.3277,53.2656,37.1883,20.2376,3.4425,1.6239,-0.069029,0.2869,-0.056161,-0.02747,-0.0097671,-0.023134,-7.0023,-0.10603,-0.54752,0.61799,-1.1185,-0.60226,8.6216,5.176,-2.0332,-0.87065,-2.6553,-1.3911,23.6728,-0.05333,-0.006548,-0.04135,-2.0572,6.0751,2.2714,3.2114,-6.097,-3.4706,0.53131,-0.55029,-4.438,-0.49926,1.2615,4.1002,-5.614,-4.5253,12.2464,21.0164,-1.5615,36.9464,-2.491,34.095,-2.0017,-3.4971,18.3372,0.42425,-7.7203,6.8534,0.53785,68.2346,-4.7323,5.3157,-4.1304,37.2673,4.4902,-4.1137,0,26.5679,5.8134,2.4672,-5.2072,-0.27443,-0.3949,-0.35581,-0.33662,-0.047324,-0.043377,-0.058242,-0.078111,-0.46331,-0.085036,-0.22164,15.3805,-0.003807,-0.31988,-0.25573,-0.043434,-0.0023754,-0.081545,-0.014818,-0.012919,0.046042,-0.050674,-0.29337,-0.032175,-3.5649,-0.2411,-1.0038,-1.4803,-1.1354,9.9719,-1.15,-0.20649,-0.60165,7.1415,-2.382,-0.95222,-1.7056,-0.023461,-0.024945,-0.9096,0.68066,17.1771,-0.88154,-1.9443,-0.40646,-1.2811,2.4024,4.3369,-0.12174,-0.0047039,-0.012816,-0.00087416,-0.0037886,-0.0022074,-6.0438e-05,-0.0023065,-0.0014424,-6.0438e-05,-2.5283e-05,-0.36061,-0.21069,-0.056639,-0.046921,0,-0.013094,-0.062682,-0.11029,-0.039786,0
31003,39.9287,287.5673,186.7265,0,3.5365,58.7021,101.2216,1.2355,72.1794,228.553,243.5998,243.1173,201.0137,53.2159,57.8227,0.30991,3.516,-0.099756,1.0824,-0.070998,-0.040809,-0.012347,-0.043216,-2.1011,-0.39888,-1.396,-1.1527,-2.6384,-1.2838,0.20991,-0.77432,-12.7893,-1.4051,0.12226,12.7549,3.7378,-0.091793,-0.0046225,-0.073818,-9.8206,-2.0221,-2.2375,-6.5328,24.6254,-15.3703,46.0668,-0.4409,-5.147,-3.0735,-1.2189,-3.3728,-10.3551,-9.0418,-0.67015,6.1108,-7.4822,53.502,-5.9374,-0.34942,-8.3355,54.1938,18.4123,-2.0518,-7.7599,1.386,-0.82503,-10.5363,-13.4442,1.2081,-5.8592,-5.4624,-9.6709,-6.5969,0,21.7816,3.7925,-9.3356,-7.8987,-0.63959,3.3772,-0.53806,-0.44523,-0.090102,-0.08103,-0.10384,-0.15953,-0.36841,-0.062613,-0.28784,-0.41601,-0.0026875,-0.9593,-0.76693,-0.027123,-0.0048512,-0.20791,-0.034672,-0.023032,-1.5396,-0.047483,-0.50495,-0.056085,-6.1922,-0.30026,-2.1614,-2.8184,-4.9452,-2.6207,-1.6725,-1.4315,-1.9104,8.3067,-2.7569,-1.639,-5.4218,-0.037863,-0.047493,-1.2658,-0.40953,-3.4524,-3.5824,-7.0431,-0.77803,-1.4772,-7.3785,-0.35475,-0.17593,-0.0089559,-0.015761,-0.001075,-0.004659,-0.0051649,-7.4324e-05,-0.0021613,-0.0017738,-8.7635e-05,-0.00017146,-0.44346,-0.2591,-0.069652,-0.080763,0,-0.026418,-0.080661,-0.22252,-0.080269,0
31004,38.5337,399.0804,8.5144,12.7029,0,52.3209,103.6439,151.8906,4.2713,22.6492,14.6702,36.9813,-1.8017,81.1321,5.0586,0.025331,-0.23536,-0.050764,-0.44626,-0.040574,-0.019846,-0.0070564,-0.024697,-4.7858,-1.2595,-0.38771,-0.22846,-1.267,-0.95823,-0.85962,-0.49279,-2.7901,-0.52069,-1.588,-0.82152,-0.1957,-0.031894,-0.0046367,-0.024729,-6.0147,-3.5434,-1.054,-2.4217,2.1576,6.9439,-2.6725,-0.3291,3.481,0.094411,-0.42206,-1.525,-3.9555,-3.8552,-2.8429,1.3214,-2.8172,7.0734,-2.4175,1.1827,-2.3834,-3.0296,11.5421,-1.3026,-3.6171,-4.5481,-0.25915,1.8571,-2.6055,-1.6053,-1.5664,6.7236,-2.6347,-2.0582,0,-3.6408,0.92645,-2.8894,-0.19288,-0.16412,-0.18463,-0.21279,-0.14333,-0.030184,-0.025942,-0.066273,-0.035595,-0.17916,-0.059964,-0.13822,-0.23955,-0.0047203,-0.1913,-0.15294,-0.025976,-0.0014206,-0.057744,-0.017452,-0.015215,-0.56335,-0.015928,-0.16613,-0.018452,-1.8028,-0.058762,-0.6003,-0.67457,-1.4659,-1.9023,-0.46042,-0.49704,-0.58385,56.4978,-0.94169,-0.53924,-1.8603,-0.013855,-0.011367,0.2133,-0.29313,-1.116,-0.85743,-2.5069,-0.44383,-0.54052,-3.458,-0.84352,-0.04793,-0.0021167,-0.0030845,-0.0010783,-0.0020012,-0.0022048,0,-0.0012108,-0.00054707,0,-1.5687e-05,-0.12081,-0.064944,-0.024184,-0.011292,0,-0.0078309,-0.031031,-0.06596,-0.023794,0
31005,16.7344,0,36.7082,43.939,45.3508,0,143.3412,51.0147,20.3119,126.8129,18.9717,141.2575,8.5878,103.6095,1.6358,0.78003,0.7054,-0.06354,-0.55858,-0.049411,-0.024168,-0.0085932,-0.030076,-1.8762,-0.5285,-0.28391,0.53389,-0.1125,-0.23004,0.24519,-0.36086,-4.6677,-0.45146,-2.1317,-0.72135,-0.11055,-0.038705,-0.0033954,-0.020104,-4.6709,-2.6333,-1.4149,-1.4831,0.3645,-5.2084,7.8898,-0.079008,-3.0511,3.2148,-0.38293,0.57785,-2.0678,-4.9392,-2.3783,1.2518,-1.4024,4.2602,2.4357,-1.9084,2.9797,-2.9782,26.0265,-1.1294,-3.1153,-0.053824,-0.34788,-2.0267,1.9905,-1.3051,-3.0922,-1.9726,-0.37555,-2.7259,0,0.11112,-0.19382,-4.3581,0.26279,-0.18251,-0.20477,-0.21681,-0.13004,-0.024539,-0.034167,-0.043784,-0.029747,-0.1312,-0.026401,-0.16988,-0.17541,-0.0011332,-0.073351,-0.058641,-0.011437,-0.00093852,-0.050066,-0.015132,-0.0066988,-0.49466,-0.01381,-0.15021,-0.016684,0.15149,-0.18401,-0.43958,-0.81864,-1.271,-0.64935,-0.42576,-0.43096,-0.42806,8.9634,-0.84624,-0.46755,-1.613,-0.012013,-0.0098561,-0.63957,-0.25416,0.032358,-0.74343,3.2122,0.50645,-0.46866,-2.9983,-1.5984,-0.032402,-0.0018352,-0.0096589,-0.0014459,-0.0017351,-0.0015164,0,-0.0010499,-0.00021763,0,-1.3602e-05,-0.081674,-0.058361,-0.014981,-0.0097909,0,-0.0086852,-0.018208,-0.073156,-0.02639,0
31006,77.9655,107.2614,73.0605,70.2033,139.8564,124.8415,0,156.8748,191.1079,52.1232,31.2527,87.0666,17.4241,82.7801,-0.48099,0.51109,2.399,-0.13696,12.8604,0.88545,-0.05603,-0.019922,0.93027,-2.1346,-2.5657,1.9462,0.12984,-1.7876,-0.96905,1.1087,0.62915,-8.3562,-1.1312,-2.3543,-1.8075,2.7936,-0.064969,-0.012602,-0.055722,-10.3166,-8.3202,-2.4439,-1.6862,22.1492,15.6233,0.011528,-0.14144,-3.6965,-1.3674,-0.92013,1.0986,5.6736,-5.0899,-3.035,4.5756,22.909,6.0976,16.0388,-2.787,40.1787,-0.16153,23.6408,-2.3911,-0.65763,-4.924,-0.71061,-1.4104,-5.1778,-3.6172,0.30922,-0.3216,-6.043,4.2654,0,126.4576,2.7535,-6.5938,-1.8622,-0.4828,-0.47016,-0.40616,-0.22248,-0.04393,-0.071879,-0.075549,-0.18989,-0.13483,0.93148,0.71485,-0.18027,-0.0047737,-0.72414,-0.37434,-0.038956,-0.003662,-0.075698,-0.013756,-0.022817,-0.23947,-0.047041,-0.26891,-0.029868,-3.3092,-0.32942,0.36844,-0.46555,0.72466,-2.3083,-0.7622,-0.55121,1.2337,-2.4362,-1.515,-0.83701,-0.99282,-0.021505,-0.024696,-1.145,-0.455,-1.7323,-1.3309,3.0092,-0.88356,-0.839,-4.3676,-1.384,-0.058007,-0.0032855,-0.0083402,-0.0004694,-0.00056328,-0.0027147,0,-0.0018795,-0.00051131,0,-3.1957e-05,-0.1143,-0.067483,-0.026483,-0.063304,0,-0.019942,-0.025416,-0.16797,-0.060592,0
31007,0,285.4856,0,11.9859,109.2104,98.6087,59.0079,0,126.9397,2268.3291,977.2776,2105.4374,884.0616,632.8924,35.898,-4.5819,0.25034,-0.32114,-0.3175,-0.26859,-0.13137,-0.046711,-0.15903,-33.2283,-12.7134,-2.5472,-1.7772,-8.8558,-2.0639,21.313,-3.2375,-47.2315,-5.6692,-12.3528,-6.4718,1.5785,-0.2481,-0.030462,-0.19237,-38.7883,-23.564,-10.6938,-15.2777,-25.669,-20.668,-23.9039,-2.5601,-31.0687,-7.6625,-3.4356,-7.8631,-12.7695,-39.3138,-17.3372,-18.8367,-19.5253,110.3157,-18.006,-37.0802,-12.8775,-28.2256,75.3511,2.0171,-31.9162,-7.9429,-2.15,-30.1263,-15.972,-10.4877,-25.5197,3.3305,-11.2847,-21.7898,0,-3.8798,0.47143,-24.0348,55.4706,-1.2767,-1.8371,-1.9452,5.434,-0.22016,-0.2018,0.48446,-0.27689,-2.1554,-0.3956,-1.0752,-1.8634,-0.036719,-1.4881,-0.52612,-0.20206,-0.011051,-0.37936,-0.068938,-0.0601,-4.438,-0.23575,-1.3648,-0.14969,-16.2141,-1.1216,-1.9438,-3.8866,-13.5863,-22.044,-5.3501,-5.6128,-7.4512,-19.7853,-9.0813,-3.3743,-17.8914,-0.10914,-0.11605,-7.8838,-1.4856,-0.13277,-6.7533,49.0416,18.4569,-5.9599,28.3065,-21.6936,-0.56637,-0.023339,-0.058876,-0.014688,-0.0085012,-0.010269,-0.00022303,-0.01073,-0.0067105,-0.00028117,-0.00011762,-1.4276,-0.76423,-0.2731,-0.21829,0,-0.060916,1.7084,-0.5131,-0.18509,0
31008,24.9245,289.5017,111.4181,71.7352,4.5832,16.5171,152.5189,160.2693,0,6.5287,39.5317,161.7322,42.0105,111.0937,5.7907,3.3439,-0.39991,-0.080197,-0.75826,-0.049972,-0.024443,-0.0086908,-0.029069,-9.297,-3.0121,1.7788,-0.66821,-2.1138,-0.76627,-1.4341,-0.2812,-6.7663,-1.2452,-1.3018,-1.9896,-0.1565,-0.076273,-0.0026459,-0.040768,-11.6142,-7.0916,-2.1915,-4.53,-6.9069,-10.6501,-4.4675,-0.26317,-5.2357,-1.7592,-0.75042,-1.2,-8.3106,-7.0998,-1.8838,-3.3242,-1.6794,5.1223,-6.1292,0.93486,-7.7663,-6.947,-6.6327,-2.9745,-6.5649,-2.4668,-0.45564,-3.6033,-8.2677,-2.6464,-2.3063,-5.8253,-4.5355,-4.5502,0,0.43389,-2.3947,-7.2747,-6.3733,-0.37635,-0.5268,-0.41338,-0.25484,-0.04976,-0.054504,-0.12954,-0.040381,-0.36924,-0.068189,-0.2306,-0.49369,-0.0036198,-0.35505,-0.28385,-0.029539,-0.001228,-0.032951,-0.015122,-0.013183,-0.88124,-0.059239,-0.28903,-0.032103,-3.1167,-0.16971,-0.34255,-1.6132,-3.1826,-3.362,-0.80951,-0.84925,-1.1274,8.024,-0.67667,-0.67027,0.75181,-0.023114,-0.027185,-1.2969,-0.23441,-0.5485,-2.0505,-4.7554,-0.017729,-0.84552,-3.9405,-4.2098,-0.085694,-0.0033111,-0.0089083,-0.0022223,-0.0026668,-0.0015538,-4.2542e-05,-0.0016236,-0.0015703,-4.2542e-05,-9.8141e-05,-0.216,-0.11563,-0.041321,-0.033028,0,-0.022344,-0.044122,-0.18821,-0.067891,0
